host_id,title,room_type,description,address,lat,lng,header_count_max,daily_price,rating_star_score,review_count
79,고심남 펜션,모텔,Odit adipisci voluptates aspernatur facilis provident. Laborum ipsum placeat optio itaque enim. Debitis ullam temporibus cupiditate. Sapiente nulla deleniti aperiam aliquam ex ea magnam.,부산광역시 마포구 오금68길 (병철황면),34.8825,128.62667,4,30000,4.22,460
56,오박 펜션,펜션,"Ipsum tempore facilis aliquid. Porro tempore blanditiis. Saepe aut sed labore.
Distinctio eligendi enim nostrum maxime quod. Atque voluptates quos hic optio architecto neque.",제주특별자치도 광명시 양재천9로 (춘자김김리),37.65639,126.835,4,30000,2.49,21
144,주식회사 김 펜션,모텔,"Quod sit expedita reprehenderit.
Similique omnis architecto vel fugiat adipisci. Perferendis optio dignissimos doloremque. Quibusdam odio numquam eaque nobis totam.",제주특별자치도 계룡시 논현거리,37.1759,128.9889,4,30000,1.25,286
96,주식회사 이 펜션,아파트,Quisquam culpa impedit nostrum pariatur quam. Ab ipsam fuga inventore.,전라북도 안양시 만안구 도산대가,34.8825,128.62667,4,30000,4.0,340
17,홍김 아파트,아파트,"Possimus asperiores in aliquam neque saepe sit nihil. Minus amet ut consectetur voluptatibus.
Accusantium eligendi optio tempore. Id explicabo earum labore.",서울특별시 남구 선릉거리 (현숙홍이읍),37.1759,128.9889,4,30000,2.16,493
185,권차김 아파트,호텔,Molestias occaecati nobis beatae. Veniam magni consectetur modi unde eligendi.,인천광역시 용산구 개포가,37.1759,128.9889,4,30000,2.77,147
128,(주) 이 모텔,호텔,Veritatis expedita velit dicta blanditiis.,부산광역시 북구 역삼950가,36.82167,128.63083,4,30000,1.78,330
159,김서 펜션,호텔,Quia illum maiores consequatur quibusdam. Doloribus sapiente enim accusantium assumenda eligendi nihil consequatur. Similique nulla excepturi maiores.,경상북도 동두천시 백제고분80거리,36.6009,126.665,4,30000,4.84,407
129,서곽김 아파트,아파트,"Dicta adipisci animi tempora consectetur. Quia blanditiis recusandae eum accusantium. Natus delectus at id omnis vero. Ipsam perferendis optio.
Voluptas itaque enim.
Aspernatur iste accusantium.",광주광역시 광진구 영동대길 (현지박면),37.1759,128.9889,4,30000,4.75,138
49,유한회사 조주이 펜션,펜션,Magnam repellat et earum. Officiis quidem sapiente voluptatum. Magni molestiae adipisci aspernatur commodi perspiciatis natus. Recusandae dolor nulla ipsa accusantium.,충청북도 계룡시 서초대356가 (성민김리),34.8825,128.62667,4,30000,1.83,407
133,박이 펜션,호텔,"Commodi eligendi cum perferendis minima possimus temporibus. Atque placeat illo vel provident iure rem.
Fuga distinctio nemo hic.",경상북도 양주시 양재천가,37.65639,126.835,4,30000,2.64,92
87,(주) 최곽김 펜션,펜션,Deleniti et temporibus accusamus. Possimus dolores voluptate sit ea. Voluptate sequi dolorem officiis saepe alias.,경기도 이천시 석촌호수거리,37.65639,126.835,4,30000,3.68,342
181,(유) 황 모텔,펜션,Culpa architecto quia sunt praesentium omnis explicabo.,인천광역시 남구 백제고분33가 (시우이최리),36.82167,128.63083,4,30000,3.9,259
134,(주) 김 아파트,펜션,Temporibus adipisci error labore excepturi corrupti numquam. Suscipit libero voluptate sint reiciendis quidem. Facilis tempora quisquam cum cumque delectus consequatur.,부산광역시 북구 가락로 (순옥김마을),36.6009,126.665,4,30000,4.78,405
14,배이 모텔,호텔,Iusto accusantium repellendus ea. At quod nulla. Iusto delectus dicta qui earum veniam quaerat. Sapiente earum ab repellat nam deserunt iusto.,인천광역시 노원구 서초대06로,34.8825,128.62667,4,30000,3.77,392
178,손최김 펜션,호텔,"Ipsum ratione pariatur non quis. Occaecati fugit ipsam tempore.
Excepturi nesciunt possimus voluptatum incidunt ut. Amet quisquam itaque veritatis.",광주광역시 중구 강남대로,36.20389,127.08472,4,30000,1.75,293
178,하김 펜션,모텔,"Rerum laudantium sed eius praesentium ducimus.
Assumenda iusto dolorem.
Excepturi fugiat cum. Temporibus nobis quam minima libero. Aspernatur error necessitatibus hic.",세종특별자치시 광진구 양재천거리 (명자이박동),37.1759,128.9889,4,30000,4.76,52
116,김신 펜션,모텔,Temporibus quasi corporis eaque ea sequi voluptatem. Ratione necessitatibus atque qui alias dicta.,인천광역시 관악구 서초대가 (영식김이동),36.20389,127.08472,4,30000,1.27,435
26,유한회사 손 아파트,펜션,Ea ratione voluptate nobis ducimus velit explicabo. Maiores eius animi vel facere. Aperiam minus consectetur labore consequuntur.,충청남도 부천시 원미구 가락52로,36.6009,126.665,4,30000,4.71,219
71,손안윤 아파트,펜션,Accusantium corrupti inventore facere. Nam dolores eaque. Eos itaque odit magnam veniam nobis.,대전광역시 성동구 백제고분가 (현정최면),37.1759,128.9889,4,30000,1.14,373
95,(주) 손구이 호텔,모텔,Asperiores animi in pariatur quam occaecati nesciunt. Ea inventore impedit natus architecto.,세종특별자치시 강동구 영동대4거리,36.82167,128.63083,4,30000,2.36,395
42,유한회사 김김김 펜션,호텔,Repudiandae amet placeat rem. Neque dignissimos ipsa illo. Aperiam exercitationem accusantium delectus odio.,울산광역시 종로구 테헤란3길 (성민박읍),36.6009,126.665,4,30000,3.79,264
99,(주) 노강권 펜션,모텔,"Sunt quibusdam asperiores ducimus dicta omnis maiores sapiente. Possimus velit sequi sit modi cumque autem sit.
Eos provident ullam quam illo. Magnam nihil quidem sit enim.",충청남도 서산시 잠실804로,36.20389,127.08472,4,30000,4.95,282
94,김고 펜션,펜션,Eligendi rerum harum quidem cumque consectetur. Laborum cumque excepturi totam.,경상남도 홍성군 봉은사길 (준서윤동),37.65639,126.835,4,30000,3.01,121
127,(주) 박 호텔,모텔,Sint doloribus ipsam aliquid quae. Tempore hic dolor dicta doloribus facere doloremque. Unde quo facere odit dolor soluta omnis.,전라북도 청주시 상당구 논현거리 (시우허마을),36.82167,128.63083,4,30000,3.56,459
100,유한회사 김안김 모텔,아파트,Officia ratione laborum ipsam modi possimus. Sunt minus harum reiciendis quia. Optio sit animi perferendis.,충청북도 양주시 잠실길 (명자박황면),37.65639,126.835,4,30000,2.59,14
45,주식회사 김 아파트,호텔,"Rerum hic commodi aperiam. Non id repudiandae totam excepturi. Qui repudiandae modi voluptatum sit ut.
Quae facilis sequi.",대구광역시 강동구 논현로,34.8825,128.62667,4,30000,4.79,401
97,박허 모텔,아파트,"Debitis a fuga eaque veritatis aliquid est. Consequatur dignissimos porro amet sint numquam rem. Et cumque consectetur.
Sunt praesentium asperiores tempora deleniti deserunt distinctio.",충청북도 김포시 양재천151길,37.65639,126.835,4,30000,2.88,281
18,(유) 오김박 모텔,펜션,Quibusdam natus incidunt ex necessitatibus. Quos ducimus quisquam aliquid quasi. Veniam rem molestias pariatur. Molestiae unde ab atque quos doloremque.,대전광역시 동작구 테헤란468로 (미영박면),37.65639,126.835,4,30000,3.55,341
4,손장이 펜션,모텔,Voluptatum tempora tenetur culpa voluptas reprehenderit numquam. Repellendus totam neque molestiae.,강원도 증평군 논현길 (성민송마을),36.20389,127.08472,4,30000,4.23,82
163,(주) 이 아파트,호텔,"Voluptas in id reprehenderit hic quia. Doloremque autem exercitationem doloremque nesciunt.
Odit repudiandae dolores officiis. Repellendus suscipit blanditiis adipisci dolore.",경상남도 화천군 논현9로 (현우박읍),36.82167,128.63083,4,30000,4.44,264
168,(유) 이 펜션,호텔,"Quod rerum doloremque.
Error doloribus velit omnis voluptatibus possimus nihil. Officiis provident officiis minima commodi consequuntur excepturi.",인천광역시 용산구 반포대6가,36.82167,128.63083,4,30000,4.88,166
137,주식회사 황 모텔,아파트,"Earum ducimus voluptates. Sapiente beatae officiis. Natus quo repellendus ea.
Hic suscipit dicta corporis accusantium consectetur. Voluptate totam nisi excepturi enim illum enim dolorem.",울산광역시 노원구 오금09로,37.1759,128.9889,4,30000,4.14,43
110,박김 펜션,아파트,Laboriosam omnis harum qui ex cupiditate inventore. Odit odio dolorem velit nobis temporibus maiores veniam. Autem sapiente impedit.,제주특별자치도 예산군 학동73가 (은주김홍면),37.65639,126.835,4,30000,2.79,444
22,윤서 펜션,아파트,"Aliquid quibusdam ea necessitatibus odio possimus repellat. Quidem praesentium praesentium quam.
A voluptatem nostrum accusamus vel dolores dicta. Nisi hic aperiam unde exercitationem quaerat.",세종특별자치시 강북구 도산대54로,36.20389,127.08472,4,30000,4.18,451
187,유한회사 이 호텔,모텔,"Tenetur sapiente at voluptatibus laborum.
Pariatur natus necessitatibus eum nemo minus accusamus molestiae. Similique enim voluptatem unde.",경상남도 용인시 삼성로,36.82167,128.63083,4,30000,3.34,168
176,유한회사 김 호텔,아파트,"Quod nisi possimus sequi optio. Ea architecto temporibus reiciendis.
Maxime rerum est repudiandae rem officia eius. Distinctio minus optio odit doloribus ducimus modi.",충청북도 태안군 테헤란809길 (상현김김면),37.65639,126.835,4,30000,3.58,254
49,박김송 호텔,아파트,Beatae laboriosam placeat reiciendis incidunt sed. Aliquam voluptatum aspernatur est expedita voluptates deleniti similique.,광주광역시 동구 개포로,36.82167,128.63083,4,30000,2.0,78
89,이심 펜션,호텔,Voluptatem recusandae voluptate eum. Aliquam alias exercitationem maiores molestias minus.,제주특별자치도 서천군 오금14가,36.82167,128.63083,4,30000,2.67,271
12,(주) 문백오 아파트,모텔,Culpa cupiditate id iure. Totam asperiores reiciendis voluptas. Cumque voluptas corporis voluptatibus aut.,강원도 광주시 삼성4가 (명숙윤김읍),37.1759,128.9889,4,30000,3.74,37
10,이서안 펜션,아파트,Nihil culpa dolorum incidunt ipsam ad esse maxime. Incidunt repellendus quod cupiditate enim nobis assumenda eius. Ipsa at tempora ab voluptatem.,세종특별자치시 은평구 선릉가,36.20389,127.08472,4,30000,4.86,160
169,주식회사 최 아파트,아파트,"Odio mollitia aperiam nam.
Blanditiis molestiae exercitationem nihil commodi maxime. Tempora reprehenderit magnam dignissimos ullam odit.",대구광역시 성동구 테헤란1길,34.8825,128.62667,4,30000,2.9,141
121,박서 호텔,호텔,"Deleniti impedit ad minima. Laborum vitae error eum quam sequi voluptatum. Vero sunt blanditiis amet quaerat qui repellat.
Libero nobis voluptates saepe. Corrupti porro impedit ex sit.",충청남도 의왕시 가락7가,36.20389,127.08472,4,30000,4.51,281
28,김최송 호텔,모텔,Asperiores voluptate delectus esse voluptatibus occaecati. Eveniet recusandae beatae pariatur aliquam maiores beatae eum. Molestiae aut occaecati optio sed voluptatum neque.,울산광역시 마포구 잠실가 (미숙이김마을),34.8825,128.62667,4,30000,3.42,276
181,(주) 이김김 펜션,모텔,"Doloribus minima rem. Occaecati magni sunt voluptatem. Nulla numquam in debitis exercitationem omnis.
Similique recusandae qui hic eligendi placeat. Quas sapiente necessitatibus quam.",경상남도 제천시 역삼로 (옥순김박동),34.8825,128.62667,4,30000,1.48,62
33,박이 호텔,아파트,"Aspernatur ut atque sunt praesentium aperiam dolorem tempora. Dolorem laborum dolorum odio blanditiis. Nulla ad aliquid.
Consequatur quidem quasi eius natus. Odio illum illum.",대전광역시 서초구 언주7로,36.6009,126.665,4,30000,3.31,370
176,(유) 김 모텔,호텔,Dicta recusandae maiores ratione culpa mollitia. Facere recusandae repellat.,제주특별자치도 연천군 선릉거리,37.1759,128.9889,4,30000,3.7,351
158,박엄박 펜션,아파트,"Itaque dicta deleniti. Aut odio saepe harum blanditiis dolorem temporibus. Amet aspernatur commodi omnis amet fuga.
Quos illo sint nemo. Recusandae pariatur hic odio molestias eligendi qui at.",인천광역시 노원구 논현길,34.8825,128.62667,4,30000,2.79,490
80,(유) 박이장 호텔,호텔,Repellendus sit modi possimus. Facilis consectetur ut consequuntur eaque voluptatum exercitationem. Aliquid eligendi fugiat unde.,경기도 청주시 상당구 영동대로 (현숙고마을),36.6009,126.665,4,30000,3.5,235
43,강안류 호텔,아파트,Voluptates officiis quam esse animi et ea. Error nam quas repellendus dignissimos reprehenderit voluptates.,부산광역시 북구 잠실거리,36.20389,127.08472,4,30000,2.25,50
57,김이 아파트,펜션,Ullam eligendi necessitatibus amet exercitationem. Neque incidunt similique tempore perferendis cumque. Ab numquam veritatis nemo illum explicabo atque. Quos molestiae labore quod.,충청북도 화천군 테헤란16로 (지연이김읍),36.6009,126.665,4,30000,3.7,29
164,(주) 윤양박 펜션,펜션,"Recusandae occaecati aliquam est rerum. Eaque rem ab aperiam. Distinctio repellendus alias.
Inventore amet ut ipsa suscipit dolores. Omnis quis deserunt tenetur. Libero iure ut.",울산광역시 노원구 테헤란거리,37.1759,128.9889,4,30000,3.55,500
166,김김 모텔,아파트,"Amet facere ab quos quibusdam. Eaque delectus vitae ab quae quasi beatae repudiandae.
Corporis a quas repudiandae est. At sequi pariatur.",대구광역시 강동구 백제고분로 (성현송면),36.82167,128.63083,4,30000,4.08,289
107,(주) 권김우 호텔,아파트,"Ipsam ullam enim occaecati eaque maxime. Delectus excepturi cupiditate tempore nobis vel perferendis.
Nihil nulla suscipit repudiandae. Dolorem dolores in exercitationem consequuntur incidunt.",경상남도 시흥시 테헤란길 (지아이면),34.8825,128.62667,4,30000,2.36,425
